traditional,simplified
人處疾則貴醫，有禍則畏鬼,人处疾则贵医，有祸则畏鬼
每朝與其友俱立乎衢，三日不得，卻而自歿,每朝与其友俱立乎衢，三日不得，却而自殁
士子孔，圭嬀之子也,士子孔，圭妫之子也
王總其百執事，以奉其社稷之祭,王总其百执事，以奉其社稷之祭
陳哀公元妃鄭姬生悼太子偃師，二妃生公子留，下妃生公子勝,陈哀公元妃郑姬生悼太子偃师，二妃生公子留，下妃生公子胜
此王業也,此王业也
吾以爲魏也,吾以为魏也
,
八蜡以記四方,八蜡以记四方
晉趙簡子爲之臨，甚哀，曰：黃父之會，夫子語我九言，曰：無始亂，無怙富，無恃寵，無違同，無敖禮，無驕能,晋赵简子为之临，甚哀，曰：黄父之会，夫子语我九言，曰：无始乱，无怙富，无恃宠，无违同，无敖礼，无骄能
天王崩，爲諸侯主也,天王崩，为诸侯主也
《傳》曰：有從輕而重，公子之妻爲其皇姑,《传》曰：有从轻而重，公子之妻为其皇姑
默默乎河伯,默默乎河伯
,
欒盈有罪於晉，晉誅羊舌虎，叔嚮爲之奴而朡,栾盈有罪于晋，晋诛羊舌虎，叔向为之奴而朡
夫其口衆我寡,夫其口众我寡
厥父母慶，自洗腆，致用酒,厥父母庆，自洗腆，致用酒
凡諸侯同盟，於是稱名，故薨則赴以名，告終、稱嗣也，以繼好息民，謂之禮經,凡诸侯同盟，于是称名，故薨则赴以名，告终、称嗣也，以继好息民，谓之礼经
諸侯春秋受職於王以臨其民，大夫、士日恪位著以儆其官，庶人、工、商各守其業以共其上,诸侯春秋受职于王以临其民，大夫、士日恪位著以儆其官，庶人、工、商各守其业以共其上
喪紀，共其葦蒲之事,丧纪，共其苇蒲之事
則湯達乎鬼神之化、人事之傳也,则汤达乎鬼神之化、人事之传也
洙者何,洙者何
譬之若官職，不得擅爲，必有所制,譬之若官职，不得擅为，必有所制
,
《象》曰：允升，大吉，上合志也,《象》曰：允升，大吉，上合志也
請諡之共,请谥之共
爲是犯難而來,为是犯难而来
登丘而望之，則馳騁而從之,登丘而望之，则驰骋而从之
螓首蛾眉，巧笑倩兮，美目盼兮,螓首蛾眉，巧笑倩兮，美目盼兮
又東至于澧,又东至于澧
晉士蔿又與群公子謀，使殺游氏之二子,晋士𫇭又与群公子谋，使杀游氏之二子
,
,
其言也約而達，微而臧，罕譬而喻，可謂繼志矣,其言也约而达，微而臧，罕譬而喻，可谓继志矣
大白若辱，盛德若不足,大白若辱，盛德若不足
率三公九卿諸侯大夫躬耕，帝籍田,率三公九卿诸侯大夫躬耕，帝籍田
王者之人：飾動以禮義，聽斷以類，明振毫末，舉措應變而不窮,王者之人：饰动以礼义，听断以类，明振毫末，举措应变而不穷
瑑圭璋八寸，璧琮八寸，以覜聘,瑑圭璋八寸，璧琮八寸，以覜聘
《說》之大，民勸矣哉,《说》之大，民劝矣哉
《水經‧澮水注》,《水经‧浍水注》
俶甚也,俶甚也
得侍同朝，甚喜,得侍同朝，甚喜
使華寅乘貳車,使华寅乘贰车
日入，惡入者也,日入，恶入者也
下臣事君以貨，中臣事君以身，上臣事君以人,下臣事君以货，中臣事君以身，上臣事君以人
,
明衣裳用布,明衣裳用布
爾爲之,尔为之
齊果舉兵伐之,齐果举兵伐之
,
,
彼聖人者，天下之利器也，非所以明天下也,彼圣人者，天下之利器也，非所以明天下也
曰：爲日，假爾泰龜有常，假爾泰筮有常,曰：为日，假尔泰龟有常，假尔泰筮有常
,
未嘗籍求於民，而使用若河海，終則有始此謂守物而御天下也,未尝籍求于民，而使用若河海，终则有始此谓守物而御天下也
季康子使冉有謂之曰：千乘之國，不信其盟，而信子之言，子何辱焉,季康子使冉有谓之曰：千乘之国，不信其盟，而信子之言，子何辱焉
文信侯曰：善,文信侯曰：善
冬，會于鄄，宋服故也,冬，会于鄄，宋服故也
其功順天者天助之，其功逆天者天違之,其功顺天者天助之，其功逆天者天违之
所謂恤孤者，凡國都皆有掌孤,所谓恤孤者，凡国都皆有掌孤
人主之左右，行非伯夷也，求索不得，貨賂不至，則精辯之功息，而毀誣之言起矣,人主之左右，行非伯夷也，求索不得，货赂不至，则精辩之功息，而毁诬之言起矣
魏若反秦兵，張子得志於魏，不敢反於秦矣,魏若反秦兵，张子得志于魏，不敢反于秦矣
張儀又惡陳軫於秦王，曰：軫馳楚、秦之間，今楚不加善秦而善軫，然則是軫自爲而不爲國也,张仪又恶陈轸于秦王，曰：轸驰楚、秦之间，今楚不加善秦而善轸，然则是轸自为而不为国也
燕襄王以河爲境，以薊爲國，襲涿、方城，殘齊，平中山，有燕者重，無燕者輕,燕襄王以河为境，以蓟为国，袭涿、方城，残齐，平中山，有燕者重，无燕者轻
故以聖人之智思慮者，無不知也,故以圣人之智思虑者，无不知也
修教十年，而葛盧之山發而出水，金從之，蚩尤受而制之，以爲劍鎧矛戟,修教十年，而葛卢之山发而出水，金从之，蚩尤受而制之，以为剑铠矛戟
王曰：善,王曰：善
夏，齊侯伐宋,夏，齐侯伐宋
八年，春，王正月，公會王人、齊侯、宋公、衛侯、許男、曹伯、陳世子款盟于洮,八年，春，王正月，公会王人、齐侯、宋公、卫侯、许男、曹伯、陈世子款盟于洮
不勞，則民自試,不劳，则民自试
,
百官條通，群臣顯見,百官条通，群臣显见
二年春，鄭公子歸生受命于楚伐宋，宋華元、樂呂御之,二年春，郑公子归生受命于楚伐宋，宋华元、乐吕御之
《史記‧商君列傳》索隱,《史记‧商君列传》索隐
,
其後，齊欲伐宋，而秦禁之,其后，齐欲伐宋，而秦禁之
爾衆士其尚迪果毅，以登乃辟,尔众士其尚迪果毅，以登乃辟
曰：噫,曰：噫
中山之君遣之齊,中山之君遣之齐
凡萬民之不服教而有獄訟者，與有地治者聽而斷之,凡万民之不服教而有狱讼者，与有地治者听而断之
范文子曰：勤以撫之，寬以待之，堅彊以御之，明神以要之，柔服而伐貳，德之次也,范文子曰：勤以抚之，宽以待之，坚彊以御之，明神以要之，柔服而伐贰，德之次也
故當今之世，有仁人在焉，不可而不此務,故当今之世，有仁人在焉，不可而不此务
乃見段喬,乃见段乔
士之有誄，自此始也,士之有诔，自此始也
伯常騫曰：夫靈公有妻三人，同濫而浴,伯常骞曰：夫灵公有妻三人，同滥而浴
,
於是天子賜之南陽之地，遂霸諸侯,于是天子赐之南阳之地，遂霸诸侯
武侯曰：欲見先生久矣,武侯曰：欲见先生久矣
然失于政，陳于茲，高后丕乃崇降罪疾，曰：曷虐朕民,然失于政，陈于兹，高后丕乃崇降罪疾，曰：曷虐朕民
曰：志壹則動氣，氣壹則動志也,曰：志壹则动气，气壹则动志也
大夫有君命則去杖，大夫之命則輯杖,大夫有君命则去杖，大夫之命则辑杖
,
魏魏王曰：王無聽,魏魏王曰：王无听
妾將生子，及月辰，夫使人日一問之,妾将生子，及月辰，夫使人日一问之
,
孔子曰：善乎問之也,孔子曰：善乎问之也
凡用粟，春頒而秋斂之,凡用粟，春颁而秋敛之
,
,
此者，伯夷之所後出也,此者，伯夷之所后出也
,
太王亶父居邠，狄人攻之,太王亶父居邠，狄人攻之
,
弗聽,弗听
夫勝民之爲道，非天下之大道也,夫胜民之为道，非天下之大道也
公曰：子何以知之,公曰：子何以知之
造父以渴服馬久矣，今馬見池，駻而走，雖造父不能治,造父以渴服马久矣，今马见池，𫘣而走，虽造父不能治
大夫以布爲輤而行，至於家而說輤，載以輲車，入自門，至於阼階下而說車，舉自阼階，升適所殯,大夫以布为輤而行，至于家而说輤，载以輲车，入自门，至于阼阶下而说车，举自阼阶，升适所殡
下有爲也，上亦有爲也，是上與下同道，上與下同道則不主,下有为也，上亦有为也，是上与下同道，上与下同道则不主
故其戰勝不復，而應形於無窮,故其战胜不复，而应形于无穷
下而無直，則何謂正矣,下而无直，则何谓正矣
樞機之發，榮辱之主也,枢机之发，荣辱之主也
欲爲其民者，必重盡其民力,欲为其民者，必重尽其民力
四海既藏，道陰見陽,四海既藏，道阴见阳
桯圍倍之，六寸,桯围倍之，六寸
君不聽，遂行其意,君不听，遂行其意
初一曰五行,初一曰五行
楚請道於二周之間，以臨韓、魏，周君患之,楚请道于二周之间，以临韩、魏，周君患之
楚師至，吾乃與之盟，而重賂晉師，乃免矣,楚师至，吾乃与之盟，而重赂晋师，乃免矣
若之何其以病敗君之大事也,若之何其以病败君之大事也
一人洗，舉觶于賓,一人洗，举觯于宾
仲可懷也，人之多言，亦可畏也,仲可怀也，人之多言，亦可畏也
,
,
余胡弗知,余胡弗知
我不敢知曰：有殷受天命，惟有歷年,我不敢知曰：有殷受天命，惟有历年
與大人言，言事君,与大人言，言事君
子公羊子曰：其諸以病桓與,子公羊子曰：其诸以病桓与
雖有富家多資，毋其祿不敢用其財,虽有富家多资，毋其禄不敢用其财
,
願王之熟計之也,愿王之熟计之也
旰夷爲董慶謂田嬰曰：楚攻齊，大敗之，而不敢深入者，以魏爲將內之於齊而擊其後,旰夷为董庆谓田婴曰：楚攻齐，大败之，而不敢深入者，以魏为将内之于齐而击其后
其日，莒雖夷狄，猶中國也,其日，莒虽夷狄，犹中国也
老子曰：而容崖然，而目衝然，而顙頯然，而口闞然，而狀義然，似繫馬而止也,老子曰：而容崖然，而目冲然，而颡頯然，而口阚然，而状义然，似系马而止也
彼姝者子，何以予之,彼姝者子，何以予之
子曰：片言可以折獄者，其由也與,子曰：片言可以折狱者，其由也与
窮本知變，樂之情也,穷本知变，乐之情也
如是，則兵勁城固，敵國畏之，國一綦明，與國信之，雖在僻陋之國，威動天下，五伯是也,如是，则兵劲城固，敌国畏之，国一綦明，与国信之，虽在僻陋之国，威动天下，五伯是也
范睢謂秦昭王曰：有攻人者，有攻地者,范睢谓秦昭王曰：有攻人者，有攻地者
日掌賞，賞爲暑,日掌赏，赏为暑
偏喪有咎，既喪則國從之,偏丧有咎，既丧则国从之
若因處虛守靜，人物則皇,若因处虚守静，人物则皇
鄭袖曰：願委之於公，爲之奈何,郑袖曰：愿委之于公，为之奈何
田苓見穰侯，穰侯曰：韓急乎,田苓见穰侯，穰侯曰：韩急乎
,
壹發中三侯，皆獲,壹发中三侯，皆获
二十有九年，春，新延廄,二十有九年，春，新延厩
遠而不可不居者，義也,远而不可不居者，义也
野蕪曠，則民乃菅,野芜旷，则民乃菅
棄世則无累，无累則正平，正平則與彼更生，更生則幾矣,弃世则无累，无累则正平，正平则与彼更生，更生则几矣
先時者，本大而莖葉格對，短秱短穗，多秕厚糠，薄米多芒,先时者，本大而茎叶格对，短秱短穗，多秕厚糠，薄米多芒
是以度數之言得效於前，則賞罰必用於後矣,是以度数之言得效于前，则赏罚必用于后矣
公會晉侯、宋公、衛侯、鄭伯、曹伯、莒子、邾子、滕子、薛伯、杞伯、小邾子于夷儀,公会晋侯、宋公、卫侯、郑伯、曹伯、莒子、邾子、滕子、薛伯、杞伯、小邾子于夷仪
國有道，其言足以興，國無道，其默足以容,国有道，其言足以兴，国无道，其默足以容
不言及者，以國與之,不言及者，以国与之
文公妻趙衰，生原同、屏括、樓嬰,文公妻赵衰，生原同、屏括、楼婴
其輤有裧，緇布裳帷，素錦以爲屋而行,其輤有裧，缁布裳帷，素锦以为屋而行
是月也，乃命水虞、漁師收水泉池澤之賦，毋或敢侵削衆庶兆民，以爲天子取怨于下,是月也，乃命水虞、渔师收水泉池泽之赋，毋或敢侵削众庶兆民，以为天子取怨于下
故聖人作則，必以天地爲本，以陰陽爲端，以四時爲柄，以日星爲紀，月以爲量，鬼神以爲徒，五行以爲質，禮義,故圣人作则，必以天地为本，以阴阳为端，以四时为柄，以日星为纪，月以为量，鬼神以为徒，五行以为质，礼义
,
叔魚生，其母視之，曰：是虎目而豕喙，鳶肩而牛腹，谿壑可盈，是不可饜也，必以賄死,叔鱼生，其母视之，曰：是虎目而豕喙，鸢肩而牛腹，谿壑可盈，是不可餍也，必以贿死
續經因告衛吏使捕之,续经因告卫吏使捕之
趙王曰：然,赵王曰：然
,
,
天之道，不爭而善勝，不言而善應，不召而自來，繟然而善謀,天之道，不争而善胜，不言而善应，不召而自来，𦈎然而善谋
比長，各掌其比之治,比长，各掌其比之治
安用勝也，其能幾何,安用胜也，其能几何
,
,
又五日，半夏生,又五日，半夏生
孟子曰：有布縷之征，粟米之征，力役之征,孟子曰：有布缕之征，粟米之征，力役之征
故賣僕妾不出里巷而取者，良僕妾也,故卖仆妾不出里巷而取者，良仆妾也
,
,
楚公子圍使公子黑肱、伯州犁城犨、櫟、郟,楚公子围使公子黑肱、伯州犁城犨、栎、郏
拆之徵足以知多寡，怒之前不及其衆,拆之征足以知多寡，怒之前不及其众
吾子忍之，不可以言病,吾子忍之，不可以言病
異日，與君遊於果園，食桃而甘，不盡，以其半啗君,异日，与君游于果园，食桃而甘，不尽，以其半啖君
故君子三日齊，必見其所祭者,故君子三日齐，必见其所祭者
孟子曰：孔子不得中道而與之，必也狂狷乎,孟子曰：孔子不得中道而与之，必也狂狷乎
大國之無養，小國之畏事,大国之无养，小国之畏事
,
兵數起，則士卒盡,兵数起，则士卒尽
衆雌而无雄，而又奚卵焉,众雌而无雄，而又奚卵焉
,
昔者莊周夢爲胡蝶，栩栩然胡蝶也，自喻適志與,昔者庄周梦为胡蝶，栩栩然胡蝶也，自喻适志与
,
君子義則有常，善則有鄰，見其一，冀其二,君子义则有常，善则有邻，见其一，冀其二
乃縊,乃缢
,
人有師有法而知則速通，勇則速威，云能則速成，察則速盡，辯則速論,人有师有法而知则速通，勇则速威，云能则速成，察则速尽，辩则速论
亦唯伯仲叔季圖之,亦唯伯仲叔季图之
物而不物，故能物物,物而不物，故能物物
已守其謝，富商蓄賈不得如故,已守其谢，富商蓄贾不得如故
信者，信此者也,信者，信此者也
若能意者，使謹乎論於主之側，亦必不阿主,若能意者，使谨乎论于主之侧，亦必不阿主
六五：貞吉,六五：贞吉
宗婦者何,宗妇者何
君之使我，非歡也，抑欲測吾心也,君之使我，非欢也，抑欲测吾心也
以強秦之有韓、梁、楚，與燕之怒，割必深矣,以强秦之有韩、梁、楚，与燕之怒，割必深矣
何以不書葬,何以不书葬
畏秦，止於蕩陰，不進,畏秦，止于荡阴，不进
是故其父兄之教不肅而成，其子弟之學不勞而能,是故其父兄之教不肃而成，其子弟之学不劳而能
,
宵諜曰：齊人遁,宵谍曰：齐人遁
,
,
對曰：臣告之,对曰：臣告之
朱英恐，乃亡去,朱英恐，乃亡去
管仲、晏子猶不足爲與,管仲、晏子犹不足为与
令沅湘兮無波，使江水兮安流,令沅湘兮无波，使江水兮安流
樂也者，聖人之所樂也，而可以善民心,乐也者，圣人之所乐也，而可以善民心
,
,
是日也，妻以子見於父，貴人爲衣服，由命士以下，皆漱、澣,是日也，妻以子见于父，贵人为衣服，由命士以下，皆漱、澣
,
《詩》云：既醉以酒，既飽以德,《诗》云：既醉以酒，既饱以德
句踐也以甲楯三千棲於會稽,句践也以甲楯三千栖于会稽
其奴，男子入于罪隸，女子入于舂槀,其奴，男子入于罪隶，女子入于舂槀
乃召趙莊而貴之,乃召赵庄而贵之
,
若以君靈不死，請待間而盟,若以君灵不死，请待间而盟
其曰君，何也,其曰君，何也
公既視朔，遂登觀臺以望，而書，禮也,公既视朔，遂登观台以望，而书，礼也
屈原曰：吾聞之，新沐者必彈冠，新浴者必振衣,屈原曰：吾闻之，新沐者必弹冠，新浴者必振衣
鄭伯乞盟，請服也,郑伯乞盟，请服也
其何能淑,其何能淑
怒其當罪，而誅不逆人心，雖懸奚害,怒其当罪，而诛不逆人心，虽悬奚害
天子之冕，朱緑藻，十有二旒，諸侯九，上大夫七，下大夫五，士三,天子之冕，朱绿藻，十有二旒，诸侯九，上大夫七，下大夫五，士三
以其前觀其後，以其隱觀其顯，以其小占其大,以其前观其后，以其隐观其显，以其小占其大
,
其身體則可，其言多而不辯，何也,其身体则可，其言多而不辩，何也
既蜡而收，民息已,既蜡而收，民息已
飲食以齒，力事不讓，辱事不齒，執觴觚杯豆而不醉，和歌而不哀,饮食以齿，力事不让，辱事不齿，执觞觚杯豆而不醉，和歌而不哀
故養長時則六畜育，殺生時則草木殖，政令時則百姓一，賢良服,故养长时则六畜育，杀生时则草木殖，政令时则百姓一，贤良服
四時之行，有寒有暑,四时之行，有寒有暑
八月辛亥，葬我小君定姒,八月辛亥，葬我小君定姒
巧匠爲宮室，爲圓必以規，爲方必以矩，爲平直必以准繩,巧匠为宫室，为圆必以规，为方必以矩，为平直必以准绳
若有祭事，則奉龜以往,若有祭事，则奉龟以往
,
公臣不足，取於家臣,公臣不足，取于家臣
門人進問曰：夫少正卯，魯之聞人也，夫子爲政而始誅之，得無失乎,门人进问曰：夫少正卯，鲁之闻人也，夫子为政而始诛之，得无失乎
厥明，鄉老及鄉大夫、群吏獻賢能之書于王，王再拜受之，登于天府，內史貳之,厥明，乡老及乡大夫、群吏献贤能之书于王，王再拜受之，登于天府，内史贰之
,
,
,
弓長六尺有六寸，謂之上制，上士服之,弓长六尺有六寸，谓之上制，上士服之
是干戚用於古不用於今也,是干戚用于古不用于今也
走背辭藥，則足廢,走背辞药，则足废
禁督逆祀命者,禁督逆祀命者
周室既寧，八方會同，各以其職來獻，欲垂法厥後，作《王會》,周室既宁，八方会同，各以其职来献，欲垂法厥后，作《王会》
大朝覲會同，贊玉幣、玉獻、玉几、玉爵,大朝觐会同，赞玉币、玉献、玉几、玉爵
主人實爵以酢，于西階上坐，奠爵拜,主人实爵以酢，于西阶上坐，奠爵拜
楚沈尹射奔命於夏汭，葴尹宜咎城鍾離，薳啓疆城巢，然丹城州來,楚沈尹射奔命于夏汭，葴尹宜咎城钟离，䓕启疆城巢，然丹城州来
縱子忍之，後必或恥之,纵子忍之，后必或耻之
故善爲國者，天下下，我高,故善为国者，天下下，我高
,
,
景公笑曰：子家習市，識貴賤乎,景公笑曰：子家习市，识贵贱乎
,
,
,
,
,
疾嬰內，則痛禍薄外,疾婴内，则痛祸薄外
寰内諸侯也，非列土諸侯，此何以卒也,寰内诸侯也，非列土诸侯，此何以卒也
中主之患，不能勿爲，而不可與莫爲,中主之患，不能勿为，而不可与莫为
宗其賢良，辨其殃孽,宗其贤良，辨其殃孽
然且猶裁萬物，制禽獸，服狡蟲，寒暑燥溼弗能害，不唯先有其備，而以群聚邪,然且犹裁万物，制禽兽，服狡虫，寒暑燥湿弗能害，不唯先有其备，而以群聚邪
冷向謂韓咎曰：幾瑟亡在楚，楚王欲復之甚，令楚兵十餘萬在方城之外,冷向谓韩咎曰：几瑟亡在楚，楚王欲复之甚，令楚兵十余万在方城之外
,
夫齊桓公有天下之大節焉，夫孰能亡之,夫齐桓公有天下之大节焉，夫孰能亡之
,
桓公問於管子曰：輕重之數惡終,桓公问于管子曰：轻重之数恶终
昔陰康氏之始，陰多，滯伏而湛積，陽道壅塞，不行其序，民氣鬱閼而滯著，筋骨瑟縮不達，故作爲舞以宣導之,昔阴康氏之始，阴多，滞伏而湛积，阳道壅塞，不行其序，民气郁阏而滞著，筋骨瑟缩不达，故作为舞以宣导之
其於勇力之士也，軍旅之功無踰賞，邑鬭之勇無赦罪，不使羣臣行私財,其于勇力之士也，军旅之功无逾赏，邑鬭之勇无赦罪，不使群臣行私财
此匹夫之勇，敵一人者也,此匹夫之勇，敌一人者也
事有禮而禮有文,事有礼而礼有文
常無欲，可名於小,常无欲，可名于小
柴也愚，參也魯，師也辟，由也喭,柴也愚，参也鲁，师也辟，由也喭
吾有二位於戎路，敢不恥乎,吾有二位于戎路，敢不耻乎
鄭於是不敢南面,郑于是不敢南面
,
莊子曰：不然,庄子曰：不然
,
楚之邊邑曰卑梁，其處女與吳之邊邑處女桑於境上，戲而傷卑梁之處女,楚之边邑曰卑梁，其处女与吴之边邑处女桑于境上，戏而伤卑梁之处女
,
,
秦人欲戰,秦人欲战
夏四月，五卜郊，不從，乃不郊,夏四月，五卜郊，不从，乃不郊
大王之威，行於天下山東,大王之威，行于天下山东
出後，義也,出后，义也
君之於臣，其威大矣,君之于臣，其威大矣
,
三者，明主之所以謹擇也，而仁人之所以務白也,三者，明主之所以谨择也，而仁人之所以务白也
,
,
以公之追之，不使戎邇於我也,以公之追之，不使戎迩于我也
故所貴於勇敢者，貴其能以立義也,故所贵于勇敢者，贵其能以立义也
,
是以晉驪姬殺太子申生，而鄭夫人用毒藥，衛州吁殺其君完，公子根取東周，王子職甚有寵而商臣果作亂，嚴遂、,是以晋骊姬杀太子申生，而郑夫人用毒药，卫州吁杀其君完，公子根取东周，王子职甚有宠而商臣果作乱，严遂、
夫唯不可識，故強爲之容,夫唯不可识，故强为之容
,
帝用不臧，式商受命，用爽厥師,帝用不臧，式商受命，用爽厥师
然則先王之爲樂也，以法治也，善則行象德矣,然则先王之为乐也，以法治也，善则行象德矣
然則無爵而貴，無禄而富,然则无爵而贵，无禄而富
言未已，齊讓又至,言未已，齐让又至
其共也如是,其共也如是
夏，五月乙亥，齊侯潘卒,夏，五月乙亥，齐侯潘卒
,
,
,
甘茂對曰：息壤在彼,甘茂对曰：息壤在彼
寧溘死而流亡兮，不忍爲此之常愁,宁溘死而流亡兮，不忍为此之常愁
晉獻公之時，驪姬貴，擬於后妻，而欲以其子奚齊代太子申生,晋献公之时，骊姬贵，拟于后妻，而欲以其子奚齐代太子申生
府二人，史四人，徒四十人,府二人，史四人，徒四十人
介皆與，北面，西上,介皆与，北面，西上
是日也，天子北入于邴，與井公博，三日而決,是日也，天子北入于邴，与井公博，三日而决
䣙柏絮觴天子于澡澤之上，𣂿多之汭，河水之所南還,䣙柏絮觞天子于澡泽之上，𣂿多之汭，河水之所南还
若欲復攻，其敝不足以應秦,若欲复攻，其敝不足以应秦
孔子曰：歸居于家，有殷事則之君所，朝夕否,孔子曰：归居于家，有殷事则之君所，朝夕否
乳彘觸虎，乳㺃不遠遊，不忘其親也,乳彘触虎，乳㺃不远游，不忘其亲也
,
子反受而飲之,子反受而饮之
元年者何,元年者何
此言君子之能以公義勝私欲也,此言君子之能以公义胜私欲也
卷五魯語下,卷五鲁语下
,
人自生之，天地形之，聖人因而成之,人自生之，天地形之，圣人因而成之
旦暮得此，其所由以生乎,旦暮得此，其所由以生乎
鄭伯將享之，問禮於皇武子,郑伯将享之，问礼于皇武子
,
將遜于位，讓于虞舜,将逊于位，让于虞舜
秦恐，許楚城埊，欲興之復攻魏,秦恐，许楚城埊，欲兴之复攻魏
祝曰：孝子某爲介子某薦其常事,祝曰：孝子某为介子某荐其常事
又封方五十里者六十三，爲方百里者十五，方十里者七十五，其餘方百里者六十四，方十里者九十六,又封方五十里者六十三，为方百里者十五，方十里者七十五，其余方百里者六十四，方十里者九十六
,
冬，公如晉，至河乃復,冬，公如晋，至河乃复
昭兹來許，繩其祖武,昭兹来许，绳其祖武
先暴而后畏其衆者，不精之至也,先暴而后畏其众者，不精之至也
罰必，則邪臣止,罚必，则邪臣止
涼風至，白露降，寒蟬鳴，鷹乃祭鳥，始用行戮,凉风至，白露降，寒蝉鸣，鹰乃祭鸟，始用行戮
其不言姜，以其殺二子，貶之也,其不言姜，以其杀二子，贬之也
,
致攻者，必魏之梁也,致攻者，必魏之梁也
牛贊再拜稽首曰：臣敢不聽令乎,牛赞再拜稽首曰：臣敢不听令乎
甘茂至魏，謂向壽：子歸告王曰：魏聽臣矣，然願王勿攻也,甘茂至魏，谓向寿：子归告王曰：魏听臣矣，然愿王勿攻也
,
許之，使待命于東,许之，使待命于东
祭之日，君牽牲，穆荅君，卿、大夫序從,祭之日，君牵牲，穆荅君，卿、大夫序从
雨以潤之，日以烜之,雨以润之，日以烜之
《書》曰：祗載見瞽瞍，夔夔齋栗，瞽瞍亦允若,《书》曰：祗载见瞽瞍，夔夔斋栗，瞽瞍亦允若
爲大王計，莫如事秦，事秦則楚、韓必不敢動,为大王计，莫如事秦，事秦则楚、韩必不敢动
此教衆反始也,此教众反始也
九月，葬陳懷公,九月，葬陈怀公
仁之也，曰在招丘悕矣,仁之也，曰在招丘悕矣
晏子曰：此季世也，吾弗知齊其爲陳氏矣,晏子曰：此季世也，吾弗知齐其为陈氏矣
饋食之籩，其實棗、㮚、桃、乾䕩、榛實,馈食之笾，其实枣、㮚、桃、干䕩、榛实
二十五人爲兩，兩司馬皆中士,二十五人为两，两司马皆中士
秩秩大猷，聖人莫之,秩秩大猷，圣人莫之
禹周於天下，以求賢者，事利黔首，水潦川澤之湛滯壅塞可通者，禹盡爲之，人也,禹周于天下，以求贤者，事利黔首，水潦川泽之湛滞壅塞可通者，禹尽为之，人也
有司又請，公曰：告仲父,有司又请，公曰：告仲父
《詩》曰：平平左右，亦是率從,《诗》曰：平平左右，亦是率从
,
,
古之真人，不知說生，不知惡死,古之真人，不知说生，不知恶死
昭奚恤取魏之寶器，以居魏知之，故昭奚恤常惡臣之見王,昭奚恤取魏之宝器，以居魏知之，故昭奚恤常恶臣之见王
,
,
子貢觀焉,子贡观焉
衍請因令王致萬戶邑於先生,衍请因令王致万户邑于先生
且渾沌氏之術，予與汝何足以識之哉,且浑沌氏之术，予与汝何足以识之哉
加之以社稷山川之神，皆有功烈於民者也,加之以社稷山川之神，皆有功烈于民者也
,
喪祭之禮廢，則臣子之恩薄，而倍死忘生之徒衆矣,丧祭之礼废，则臣子之恩薄，而倍死忘生之徒众矣
不正其執人於尊者之所也，不與大夫之伯討也,不正其执人于尊者之所也，不与大夫之伯讨也
會于夷儀，將以伐齊,会于夷仪，将以伐齐
六曰：,六曰：
衛公孟彄帥師伐曹,卫公孟𫸩帅师伐曹
周之宗盟，異姓爲後,周之宗盟，异姓为后
諸侯已取之矣，曷爲繫之鄭,诸侯已取之矣，曷为系之郑
辨六號，一曰神號，二曰鬼號，三曰示號，四曰牲號，五曰齍號，六曰幣號,辨六号，一曰神号，二曰鬼号，三曰示号，四曰牲号，五曰齍号，六曰币号
諸侯不知，其謂我不敬，君盍誅於祝固、史嚚以辭賓,诸侯不知，其谓我不敬，君盍诛于祝固、史嚚以辞宾
一曰：公孫鞅曰：行刑重其輕者，輕者不至，重者不來，是謂以刑去刑也,一曰：公孙鞅曰：行刑重其轻者，轻者不至，重者不来，是谓以刑去刑也
故制國不過千乘，都城不過百雉，家富不過百乘，以此坊民，諸侯猶有畔者,故制国不过千乘，都城不过百雉，家富不过百乘，以此坊民，诸侯犹有畔者
正爵既行，請爲勝者立馬，一馬從二馬，三馬既立，請慶多馬,正爵既行，请为胜者立马，一马从二马，三马既立，请庆多马
請問爲國,请问为国
一極無，凶,一极无，凶
潞何以稱子,潞何以称子
欲高飛而遠集兮，君罔謂汝何之,欲高飞而远集兮，君罔谓汝何之
,
命我文公戎服輔王，以授楚捷，不敢廢王命故也,命我文公戎服辅王，以授楚捷，不敢废王命故也
,
昔者彌子瑕有寵於衛君,昔者弥子瑕有宠于卫君
賓入門皇，升堂讓，將授志趨,宾入门皇，升堂让，将授志趋
虞卿請趙王曰：人之情，寧朝人乎,虞卿请赵王曰：人之情，宁朝人乎
,
庶人以言，猶以夏后氏之祔懷袍褐也，行不越境,庶人以言，犹以夏后氏之祔怀袍褐也，行不越境
有憂者側席而坐，有喪者專席而坐,有忧者侧席而坐，有丧者专席而坐
今制於爲虛，是不虛也,今制于为虚，是不虚也
十有七年，春，正月，丙辰，公會齊侯、紀侯，盟于黄,十有七年，春，正月，丙辰，公会齐侯、纪侯，盟于黄
,
冬十一月，晉趙鞅伐朝歌,冬十一月，晋赵鞅伐朝歌
原伯曰：鄭伯效尤，其亦將有咎,原伯曰：郑伯效尤，其亦将有咎
掌均萬民之食而賙其急，而平其興,掌均万民之食而赒其急，而平其兴
主人踊如初,主人踊如初
赦其衆，遂其咎,赦其众，遂其咎
葉公語孔子曰：吾黨有直躬者，其父攘羊，而子證之,叶公语孔子曰：吾党有直躬者，其父攘羊，而子证之
衛嗣君之時，有人於令之左右,卫嗣君之时，有人于令之左右
,
