段落,小句,内容
29.11,27,燕王弔死問生，與百姓同其甘苦
29.11,28,二十八年，燕國殷富，士卒樂佚輕戰
29.11,29,於是遂以樂毅爲上將軍，與秦楚三晉合謀以伐齊
29.11,30,齊兵敗，閔王出走於外
29.11,31,燕兵獨追北入至臨淄，盡取齊寶，燒其宮室宗廟
29.11,32,齊城之不下者，唯獨莒即墨
29.12,0,齊伐宋，宋急
29.12,1,蘇代乃遺燕昭王書曰：夫列在萬乘，而寄質於齊，名卑而權輕
29.12,2,秦齊助之伐宋，民勞而實費
29.12,3,破宋，殘楚淮北，肥大齊，讎強而國弱也
29.12,4,此三者，皆國之大敗也，而足下行之，將欲以除害取信於齊也
29.12,5,而齊未加信於足下，而忌燕也愈甚矣
29.12,6,然則足下之事齊也，失所爲矣
29.12,7,夫民勞而實費，又無尺寸之功，破宋肥讎，而世負其禍矣
29.12,8,足下以宋加淮北，強萬乘之國也，而齊并之，是益一齊也
29.12,9,北夷方七百里，加之以魯衞，此所謂強萬乘之國也，而齊并之，是益二齊也
29.12,10,夫一齊之強，而燕猶不能支也，今乃以三齊臨燕，其禍必大矣
29.12,11,雖然，臣聞知者之舉事也，轉禍而爲福，因敗而成功者也
29.12,12,齊人紫敗素也，而賈十倍
29.12,13,越王勾踐棲於會稽，而後殘吳覇天下
29.12,14,此皆轉禍而爲福，因敗而爲功者也
29.12,15,今王若欲轉禍而爲福，因敗而爲功乎
29.12,16,則莫如遙伯齊而厚尊之，使使盟於周室，盡焚天下之秦符，約曰：夫上計破秦，其次長賓之秦
29.12,17,秦挾賓客以待破，秦王必患之
29.12,18,秦五世以結諸侯，今爲齊下
29.12,19,秦王之志，苟得窮齊，不憚以一國都爲功
29.12,20,然而王何不使布衣之人，以窮齊之說說秦，謂秦王曰：燕趙破宋肥齊尊齊而爲之下者，燕趙非利之也
29.12,21,弗利而勢爲之者，何也
29.12,22,以不信秦王也
29.12,23,今王何不使可以信者接收燕趙
29.12,24,今涇陽君若高陵君先於燕趙，秦有變，因以爲質，則燕趙信秦矣
29.12,25,秦爲西帝，趙爲中帝，燕爲北帝，立爲三帝而以令諸侯
29.12,26,韓魏不聽，則秦伐之
29.12,27,齊不聽，則燕趙伐之
29.12,28,天下孰敢不聽
29.12,29,天下服聽，因驅韓魏以攻齊，曰，必反宋地，而歸楚之淮北
29.12,30,夫反宋地，歸楚之淮北，燕趙之所同利也
29.12,31,並立三帝，燕趙之所同願也
29.12,32,夫實得所利，名得所願，則燕趙之棄齊也，猶釋弊躧
29.12,33,今王之不收燕趙，則齊伯必成矣
29.12,34,諸侯戴齊，而王獨弗從也，是國伐也
29.12,35,諸侯戴齊，而王從之，是名卑也
29.12,36,王不收燕趙，名卑而國危
29.12,37,王收燕趙，名尊而國寧
29.12,38,夫去尊寧而就卑危，知者不爲也
29.12,39,秦王聞若說也，必如刺心然，則王何不務使知士以若此言說秦
29.12,40,秦伐齊必矣
29.12,41,夫取秦，上交也
29.12,42,伐齊，正利也
29.12,43,尊上交，務正利，聖王之事也
29.12,44,燕昭王善其書，曰：先人嘗有德蘇氏，子之之亂，而蘇氏去燕
29.12,45,燕欲報仇於齊，非蘇氏莫可
29.12,46,乃召蘇氏，復善待之
29.12,47,與謀伐齊，竟破齊，閔王出走
29.13,0,蘇代謂燕昭王曰：今有人於此，孝如曾參孝己，信如尾生高，廉如鮑焦史鰌，兼此三行以事王，奚如
29.13,1,王曰：如是足矣
29.13,2,對曰：足下以爲足，則臣不事足下矣
29.13,3,臣且處無爲之事，歸耕乎周之上埊，耕而食之，織而衣之
29.13,4,王曰：何故也
29.13,5,對曰：孝如曾參孝己，則不過養其親其
29.13,6,信如尾生高，則不過不欺人耳
29.13,7,廉如鮑焦史鰌，則不過不竊人之財耳
29.13,8,今臣爲進取者也
29.13,9,臣以爲廉不與身俱達，義不與生俱立
29.13,10,仁義者，自完之道也，非進取之術也
29.13,11,王曰：自憂不足乎
29.13,12,對曰：以自憂爲足，則秦不出殽塞，齊不出營丘，楚不出疏章
29.13,13,三王代位，五伯改政，皆以不自憂故也
29.13,14,若自憂而足，則臣亦之周負籠耳，何爲煩大王之廷耶
29.13,15,昔者楚取章武，諸侯北面而朝
29.13,16,秦取西山，諸侯西面而朝
29.13,17,曩者使燕毋去周室之上，則諸侯不爲別馬而朝矣
29.13,18,臣聞之，善爲事者，先量其國之大小，而揆其兵之強弱，故功可成，而名可立也
29.13,19,不能爲事者，不先量其國之大小，不揆其兵之強弱，故功不可成而名不可立也
29.13,20,今王有東嚮伐齊之心，而愚臣知之
29.13,21,王曰：子何以知之
29.13,22,對曰：矜戟砥劍，登丘東嚮而歎，是以愚臣知之
29.13,23,今夫烏獲舉千鈞之重，行年八十，而求扶持
29.13,24,故齊雖強國也，西勞於宋，南罷於楚，則齊軍可敗，而河間可取
29.13,25,燕王曰：善
29.13,26,吾請拜子爲上卿，奉子車百乘，子以此爲寡人東游於齊，何如
29.13,27,對曰：足下以愛之故與，則何不與愛子與諸舅叔父負床之孫，不得，而乃以與無能之臣，何也
29.13,28,王之論臣，何如人哉
29.13,29,今臣之所以事足下者，忠信也
29.13,30,恐以忠信之故，見罪於左右
29.13,31,王曰：安有爲人臣盡其力，竭其能，而得罪者乎
29.13,32,對曰：臣請爲王譬
29.13,33,昔周之上埊嘗有之
29.13,34,其丈夫官三年不歸，其妻愛人
29.13,35,其所愛者曰：子之丈夫來，則且柰何乎
29.13,36,其妻曰：勿憂也，吾已爲藥酒而待其來矣
29.13,37,已而其丈夫果來，於是因令其妾酌藥酒而進之
29.13,38,其妾知之，半道而立
29.13,39,慮曰：吾以此飲吾主父，則殺吾主父
29.13,40,以此事告吾主父，則逐吾主母
29.13,41,與殺吾父逐吾主母者，寧佯躓而覆之
29.13,42,於是因佯僵而仆之
29.13,43,其妻曰：爲子之遠行來之，故爲美酒，今妾奉而仆之
29.13,44,其丈夫不知，縛其妾而笞之
29.13,45,故妾所以笞者，忠信也
29.13,46,今臣爲足下使於齊，恐忠信不諭於左右也
29.13,47,臣聞之曰：萬乘之主，不制於人臣
29.13,48,十乘之家，不制於衆人
29.13,49,疋夫徒步之士，不制於妻妾
29.13,50,而又況於當世之賢主乎
29.13,51,臣請行矣，願足下之無制於羣臣也
29.14,0,燕王謂蘇代曰：寡人甚不喜訑者言也
29.14,1,蘇代對曰：周埊賤媒，爲其兩譽也
29.14,2,之男家曰女美，之女家曰男富
29.14,3,然而周之俗，不自爲取妻
29.14,4,且夫處女無媒，老且不嫁
29.14,5,舍媒而自衒，弊而不售
29.14,6,順而無敗，售而不弊者，唯媒而已矣
29.14,7,且事非權不立，非勢不成
29.14,8,夫使人坐受成事者，唯訑者耳
29.14,9,王曰：善矣
30.1,0,秦召燕王，燕王欲往
30.1,1,蘇代約燕王曰：楚得枳而國亡，齊得宋而國亡，齊楚不得以有枳宋事秦者，何也
30.1,2,是則有功者，秦之深讎也
30.1,3,秦取天下，非行義也，暴也
30.1,4,秦之行暴於天下，正告楚曰：蜀地之甲，輕舟浮於汶，乘夏水而下江，五日而至郢
30.1,5,漢中之甲，乘舟出於巴，乘夏水而下漢，四日而至五渚
30.1,6,寡人積甲宛，東下隨，知者不及謀，勇者不及怒，寡人如射隼矣
30.1,7,王乃待天下之攻函谷，不亦遠乎
30.1,8,』楚王爲是之故，十七年事秦
30.1,9,秦正告韓曰：我起乎少曲，一日而斷太行
30.1,10,我起乎宜陽而觸平陽，二日而莫不盡繇
30.1,11,我離兩周而觸鄭，五日而國舉
30.1,12,韓氏以爲然，故事秦
30.1,13,秦正告魏曰：我舉安邑，塞女戟，韓氏太原卷
30.1,14,我下枳，道南陽封冀，包兩周，乘夏水，浮輕舟，強弩在前，銛戈在後，决榮口，魏無大梁
30.1,15,决白馬之口，魏無濟陽
30.1,16,决宿胥之口，魏無虛頓丘
30.1,17,陸攻則擊河內，水攻則滅大梁
30.1,18,魏氏以爲然，故事秦
30.1,19,秦欲攻安邑，恐齊救之，則以宋委於齊，曰：宋王無道，爲木人以寫寡人，射其面
30.1,20,寡人地絕兵遠，不能攻也
30.1,21,王苟能破宋有之，寡人如自得之
30.1,22,已得安邑，塞女戟，因以破宋爲齊罪
30.1,23,秦欲攻齊，恐天下救之，則以齊委於天下曰：齊王四與寡人約，四欺寡人，必率天下以攻寡人者三
30.1,24,有齊無秦，無齊有秦，必伐之，必亡之
30.1,25,』已得宜陽少曲，致藺石，因以破齊爲天下罪
30.1,26,秦欲攻魏，重楚，則以南陽委於楚曰：寡人固與韓且絕矣
30.1,27,殘均陵，塞鄳隘，苟利於楚，寡人如自有之
30.1,28,魏棄與國而合於秦，因以塞鄳隘爲楚罪
30.1,29, 兵困於林中，重燕趙，以膠東委於燕，以濟西委於趙
30.1,30,趙得講於魏，至公子延，因犀首屬行而攻趙
30.1,31,兵傷於離石，遇敗於馬陵，而重魏，則以葉蔡委於魏
30.1,32,已得講於趙，則劫魏，魏不爲割
30.1,33,困則使太后穰侯爲和，羸則兼欺舅與母
30.1,34,適燕者曰：以膠東
30.1,35,適趙者曰：以濟西
30.1,36,適魏者曰：以葉蔡
30.1,37,適楚者曰：以塞鄳隘
30.1,38,適齊者曰：以宋
30.1,39,此必令其言如循環，用兵如刺蜚繡，母不能制，舅不能約
30.1,40,龍賈之戰，岸門之戰，封陸之戰，高商之戰，趙莊之戰，秦之所殺三晉之民數百萬
30.1,41,今其生者，皆死秦之孤也
30.1,42,西河之外上雒之埊三川，晉國之禍，三晉之半
30.1,43,秦禍如此其大，而燕趙之秦者，皆以爭事秦說其主，此臣之所大患
30.1,44,燕昭王不行，蘇代復重於燕
30.1,45,燕反約諸侯從親，如蘇秦時，或從或不，而天下由此宗蘇氏之從約
30.1,46,代厲皆以壽死，名顯諸侯
30.2,0,蘇代爲奉陽君說燕於趙以伐齊，奉陽君不聽
30.2,1,乃入齊惡趙，令齊絕於趙
30.2,2,齊已絕於趙，因之燕，謂昭王曰：韓爲謂臣曰：人告奉陽君曰：使齊不信趙者，蘇子也
30.2,3,今齊王召蜀子使不伐宋，蘇子也
30.2,4,與齊王謀道取秦以謀趙者，蘇子也
30.2,5,令齊守趙之質子以甲者，又蘇子也
30.2,6,請告子以請齊，果以守趙之質子以甲，吾必守子以甲
30.2,7,其言惡矣
30.2,8,雖然，王勿患也
30.2,9,臣故知入齊之有趙累也
30.2,10,出爲之以成所欲，臣死而齊大惡於趙，臣猶生也
30.2,11,令齊趙絕，可大紛已
30.2,12,持臣非張孟談也，使臣也如張孟談也，齊趙必有爲智伯者矣
30.3,0,奉陽君告朱讙與趙足曰：齊王使公王曰命說曰，必不反韓珉，今召之矣
30.3,1,必不任蘇子以事，今封而相之
30.3,2,令不合燕，今以燕爲上交
30.3,3,吾所恃者順也，今其言變有甚於其父，順始與蘇子爲讎
30.3,4,見之知無厲，今賢之兩之，已矣，吾無齊矣
30.3,5,奉陽君之怒甚矣
30.3,6,如齊王王之不信趙，而小人奉陽君也，因是而倍之
30.3,7,不以今時大紛之，解而復合，則後不可柰何也
30.3,8,故齊趙之合苟可循也，死不足以爲臣患
30.3,9,逃不足以爲臣恥
30.3,10,爲諸侯，不足以爲臣榮
30.3,11,被髮自漆爲厲，不足以爲臣辱
30.3,12,然而臣有患也，臣死而齊趙不循，惡交分於臣也，而後相效，是臣之患也
30.3,13,若臣死而必相攻也，臣必勉之而求死焉
30.3,14,堯舜之賢而死，禹湯之知而死，孟賁之勇而死，烏獲之力而死，生之物固有不死者乎
30.3,15,在必然之物以成所欲，王何疑焉
30.3,16,臣以爲不若逃而去之
30.3,17,臣以韓魏循自齊，而爲之取秦，深結趙以勁之
30.3,18,如是則近於相攻
30.3,19,臣雖爲之累燕，奉陽君告朱讙曰：蘇子怒於燕王之不以吾故，弗予相，又不予卿也，殆無燕矣
30.3,20,其疑至於此，故臣雖爲之不累燕，又不欲王
30.3,21,伊尹再逃湯而之桀，再逃桀而之湯，果與鳴條之戰，而以湯爲天子
30.3,22,伍子胥逃楚而之吳，果與伯舉之戰，而報其父之讎
30.3,23,今臣逃而紛齊趙，始可著於春秋
30.3,24,且舉大事者，孰不逃
30.3,25,桓公之難，管仲逃於魯
30.3,26,陽虎之難，孔子逃於衞
30.3,27,張儀逃於楚
30.3,28,白珪逃於秦
30.3,29,望諸相中山也使趙，趙劫之求埊，望諸攻關而出逃
30.3,30,外孫之難，薛公釋戴逃出於關，三晉稱以爲士
30.3,31,故舉大事，逃不足以爲辱矣
30.3,32,卒絕齊於趙，趙合於燕以攻齊，敗之
30.4,0,蘇代爲燕說齊，未見齊王，先說淳于髡曰：人有賣駿馬者，比三旦立市，人莫之知
30.4,1,往見伯樂曰：臣有駿馬，欲賣之，比三旦立於市，人莫與言，願子還而視之，去而顧之，臣請獻一朝之賈
30.4,2,伯樂乃還而視之，去而顧之，一旦而馬價十倍
30.4,3,今臣欲以駿馬見於王，莫爲臣先後者，足下有意爲臣伯樂乎
30.4,4,臣請獻白璧一雙，黃金千鎰，以爲馬食
30.4,5,淳于髡曰：謹聞命矣
30.4,6,入言之王而見之，齊王大說蘇子
30.5,0,蘇代自齊使人謂燕昭王曰：臣聞離齊趙，齊趙已孤矣，王何不出兵以攻齊
30.5,1,臣請王弱之
30.5,2,燕乃伐齊攻晉
30.5,3,令人謂閔王曰：燕之攻齊也，欲以復振古埊也
30.5,4,燕兵在晉而不進，則是兵弱而計疑也
30.5,5,王何不令蘇子將而應燕乎
30.5,6,夫以蘇子之賢，將而應弱燕，燕破必矣
30.5,7,燕破則趙不敢不聽，是王破燕而服趙也
30.5,8,閔王曰：善
30.5,9,乃謂蘇子曰：燕兵在晉，今寡人發兵應之，願子爲寡人爲之將
30.5,10,對曰：臣之於兵，何足以當之，王其改舉
30.5,11,王使臣也，是敗王之兵，而以臣遺燕也
30.5,12,戰不勝，不可振也
30.5,13,王曰：行，寡人知子矣
30.5,14,蘇子遂將，而與燕人戰於晉下，齊軍敗
30.5,15,燕得甲首二萬人
30.5,16,蘇子收其餘兵，以守陽城，而報於閔王曰：王過舉，令臣應燕
30.5,17,今軍敗亡二萬人，臣有斧質之罪，請自歸於吏以戮
30.5,18,閔王曰：此寡人之過也，子無以爲罪
30.5,19,明日又使燕攻陽城及狸
30.5,20,又使人謂閔王曰：日者齊不勝於晉下，此非兵之過，齊不幸而燕有天幸也
30.5,21,今燕又攻陽城及狸，是以天幸自爲功也
30.5,22,王復使蘇子應之，蘇子先敗王之兵，其後必務以勝報王矣
30.5,23,王曰：善
30.5,24,乃復使蘇子，蘇子固辭，王不聽
30.5,25,遂將以與燕戰於陽城
30.5,26,燕人大勝，得首三萬
30.5,27,齊君臣不親，百姓離心
30.5,28,燕因使樂毅大起兵伐齊，破之
30.6,0,蘇代自齊獻書於燕王曰：臣之行也，固知將有口事，故獻御書而行，曰：臣貴於齊，燕大夫將不信臣
30.6,1,臣賤，將輕臣
30.6,2,臣用，將多望於臣
30.6,3,齊有不善，將歸罪於臣
30.6,4,天下不攻齊，將曰善爲齊謀
30.6,5,天下攻齊，將與齊兼鄮臣
30.6,6,臣之所重處重卯也
30.6,7,王謂臣曰：吾必不聽衆口與讒言，吾信汝也，猶剗𠛄者也
30.6,8,上可以得用於齊，次可以得信於下，苟無死，女無不爲也，以女自信可也
30.6,9,與之言曰：去燕之齊可也，期於成事而已
30.6,10,臣受令以任齊，及五年
30.6,11,齊數出兵，未嘗謀燕
30.6,12,齊趙之交，一合一離，燕王不與齊謀趙，則與趙謀齊
30.6,13,齊之信燕也，至於虛北埊行其兵
30.6,14,今王信田伐與參去疾之言，且攻齊，使齊犬馬𩤊而不言燕
30.6,15,今王又使慶令臣曰：吾欲用所善
30.6,16,王苟欲用之，則臣請爲王事之
30.6,17,王欲醳臣剸任所善，則臣請歸醳事
30.6,18,臣苟得見，則盈願
30.7,0,陳翠合齊燕，將令燕王之弟爲質於齊，燕王許諾
30.7,1,太后聞之大怒曰：陳公不能爲人之國，亦則已矣，焉有離人子母者，老婦欲得志焉
30.7,2,陳翠欲見太后，王曰：太后方怒子，子其待之
30.7,3,陳翠曰：無害也
30.7,4,遂入見太后曰：何臞也
30.7,5,太后曰：賴得先王鴈鶩之餘食，不宜臞
30.7,6,臞者，憂公子之且爲質於齊也
30.7,7,陳翠曰：人主之愛子也，不如布衣之甚也
30.7,8,非徒不愛子也，又不愛丈夫子獨甚
30.7,9,太后曰：何也
30.7,10,對曰：太后嫁女諸侯，奉以千金，齎埊百里，以爲人之終也
30.7,11,今王願封公子，百官持職，羣臣效忠，曰：公子無功不當封
30.7,12,今王之以公子爲質也，且以爲公子功而封之也
30.7,13,太后弗聽，臣是以知人主之不愛丈夫子獨甚也
30.7,14,且太后與王幸而在，故公子貴
30.7,15,太后千秋之後，王棄國家，而太子即位，公子賤於布衣
30.7,16,故非及太后與王封公子，則公子終身不封矣
30.7,17,太后曰：老婦不知長者之計
30.7,18,乃命公子束車制衣爲行具
30.8,0,燕昭王且與天下伐齊，而有齊人仕於燕者，昭王召而謂之曰：寡人且與天下伐齊，旦暮出令矣
30.8,1,子必爭之，爭之而不聽，子因去而之齊
30.8,2,寡人有時復合和也，且以因子而事齊
30.8,3,當此之時也，燕齊不兩立，然而常獨欲有復收之之志若此也
30.9,0,燕饑，趙將伐之
30.9,1,楚使將軍之燕，過魏，見趙恢
30.9,2,趙恢曰：使除患無至，易於救患
30.9,3,伍子胥宮之奇不用，燭之武張孟談受大賞
30.9,4,是故謀者皆從事於除患之道，而先使除患無至者
30.9,5,今予以百金送公也，不如以言
30.9,6,公聽吾言而說趙王曰：昔者吳伐齊，爲其饑也，伐齊未必勝也，而弱越乘其弊以霸
30.9,7,今王之伐燕也，亦爲其饑也，伐之未必勝，而強秦將以兵承王之西，是使弱趙居強吳之處，而使強秦處弱越之所以霸也
30.9,8,願王之熟計之也
30.9,9,」
30.10,0,昌國君樂毅爲燕昭王合五國之兵而攻齊，下七十餘城，盡郡縣之以屬燕
30.10,1,三城未下，而燕昭王死
30.10,2,惠王即位，用齊人反間，疑樂毅，而使騎劫代之將
30.10,3,樂毅奔趙，趙封以爲望諸君
30.10,4,齊田單欺詐騎劫，卒敗燕軍，復收七十城以復齊
30.10,5,燕王悔，懼趙用樂毅承燕之弊以伐燕
30.10,6,燕王乃使人讓樂毅，且謝之曰：先王舉國而委將軍，將軍爲燕破齊，報先王之讎，天下莫不振動，寡人豈敢一日而忘將軍之功哉
30.10,7,會先王棄羣臣，寡人新即位，左右誤寡人
30.10,8,寡人之使騎劫代將軍者，爲將軍久暴露於外，故召將軍且休計事
30.10,9,將軍過聽，以與寡人有郄，遂捐燕而歸趙
30.10,10,將軍自爲計則可矣，而亦何以報先王之所以遇將軍之意乎
30.10,11,望諸君乃使人獻書報燕王曰：臣不佞，不能奉承先王之教，以順左右之心，恐抵斧質之罪，以傷先王之明，而又害於足下之義，故遁逃奔趙
30.10,12,自負以不肖之罪，故不敢爲辭說
30.10,13,今王使使者數之罪，臣恐侍御者之不察先王之所以畜幸臣之理，而又不白於臣之所以事先王之心，故敢以書對
30.10,14,臣聞賢聖之君，不以祿私其親，功多者授之
30.10,15,不以官隨其愛，能當之者處之
30.10,16,故察能而授官者，成功之君也
30.10,17,論行而結交者，立名之士也
30.10,18,臣以所學者觀之，先王之舉錯，有高世之心，故假節於魏王，而以身得察於燕
30.10,19,先王過舉，擢之乎賓客之中，而立之乎羣臣之上，不謀於父兄，而使臣爲亞卿
30.10,20,臣自以爲奉令承教，可以幸無罪矣，故受命而不辭
30.10,21,先王命之曰：我有積怨深怒於齊，不量輕弱，而欲以齊爲事
30.10,22,臣對曰：夫齊霸國之餘教也，而驟勝之遺事也，閑於兵甲，習於戰攻
30.10,23,王若欲攻之，則必舉天下而圖之
30.10,24,舉天下而圖之，莫徑於結趙矣
30.10,25,且又淮北宋地，楚魏之所同願也
30.10,26,趙若許，約楚魏，宋盡力，四國攻之，齊可大破也
30.10,27,先王曰：善
30.10,28,臣乃口受令，具符節，南使臣於趙
30.10,29,顧反命，起兵隨而攻齊
30.10,30,以天之道，先王之靈，河北之地，隨先王舉而有之於濟上
30.10,31,濟上之軍，奉令擊齊，大勝之
30.10,32,輕卒銳兵，長驅至國
30.10,33,齊王逃遁走莒，僅以身免
30.10,34,珠玉財寶，車甲珍器，盡收入燕
30.10,35,大呂陳於元英，故鼎反於曆室，齊器設於寧臺
30.10,36,薊丘之植，植於汶皇
30.10,37,自五伯以來，功未有及先王者也
30.10,38,先王以爲愜其志，以臣爲不頓命，故裂地而封之，使之得比乎小國諸侯
30.10,39,臣不佞，自以爲奉令承教，可以幸無罪矣，故受命而弗辭
30.10,40,臣聞賢明之君，功立而不廢，故著於春秋
30.10,41,蚤知之士，名成而不毀，故稱於後世
30.10,42,若先王之報怨雪恥，夷萬乘之強國，收八百歲之蓄積，及至棄羣臣之日，餘令詔後嗣之遺義，執政任事之臣，所以能循法令，順庶孽者，施及萌隸，皆可以教於後世
30.10,43,臣聞善作者，不必善成
30.10,44,善始者，不必善終
30.10,45,昔者五子胥說聽乎闔閭，故吳王遠迹至於郢
30.10,46,夫差弗是也，賜之鴟夷而浮之江
30.10,47,故吳王夫差不悟先論之可以立功，故沉子胥而不悔
30.10,48,子胥不蚤見主之不同量，故入江而不改
30.10,49,夫免身全功，以明先王之迹者，臣之上計也
30.10,50,離毀辱之非，墮先王之名者，臣之所大恐也
30.10,51,臨不測之罪，以幸爲利者，義之所不敢出也
30.10,52,臣聞古之君子，交絕不出惡聲
30.10,53,忠臣之去也，不潔其名
30.10,54,臣雖不佞，數奉教於君子矣
30.10,55,恐侍御者之親左右之說，而不察疏遠之行也
30.10,56,故敢以書報，唯君之留意焉
30.11,0,或獻書燕王：王而不能自恃，不惡卑名以事強，事強可以令國安長久，萬世之善計
30.11,1,以事強而不可以爲萬世，則不如合弱
30.11,2,將柰何合弱而不能如一，此臣之所爲山東苦也
30.11,3,比目之魚，不相得則不能行，故古之人稱之，以其合兩而如一也
30.11,4,今山東合弱而不能如一，是山東之知不如魚也
30.11,5,又譬如車士之引車也，三人不能行，索二人，五人而車因行矣
30.11,6,今山東三國弱而不能敵秦，索二國，因能勝秦矣
30.11,7,然而山東不知相索，智固不如車士矣
30.11,8,胡與越人，言語不相知，志意不相通，同舟而凌波，至其相救助如一也
30.11,9,今山東之相與也，如同舟而濟，秦之兵至，不能相救助如一，智又不如胡越之人矣
30.11,10,三物者，人之所能爲也，山東之主遂不悟，此臣之所爲山東苦也
30.11,11,願大王之熟慮之也
30.11,12,山東相合，之主者不卑名，之國者可長存，之卒者出士以戍韓梁之西邊，此燕之上計也
30.11,13,不急爲此，國必危矣，主必大憂
30.11,14,今韓梁趙三國以合矣，秦見三晉之堅也，必南伐楚
30.11,15,趙見秦之伐楚也，必北攻燕
30.11,16,物固有勢異而患同者
30.11,17,秦久伐韓，故中山亡
30.11,18,今久伐楚，燕必亡
30.11,19,臣竊爲王計，不如以兵南合三晉，約戍韓梁之西邊
30.11,20,山東不能堅爲此，此必皆亡
30.11,21,燕果以兵南合三晉也
30.12,0,客謂燕王曰：齊南破楚，西屈秦，用韓魏之兵，燕趙之衆，猶鞭筴也
30.12,1,使齊北面伐燕，即雖五燕不能當
30.12,2,王何不陰出使，散游士，頓齊兵，弊其衆，使世世無患
30.12,3,燕王曰：假寡人五年，寡人得其志矣
30.12,4,蘇子曰：請假王十年
30.12,5,燕王說，奉蘇子車五十乘，南使於齊
30.12,6,謂齊王曰：齊南破楚，西屈秦，用韓魏之兵，燕趙之衆，猶鞭筴也
30.12,7,臣聞當世之舉王，必誅暴正亂，舉無道，攻不義
30.12,8,今宋王射天笞埊，鑄諸侯之象，使侍屏匽，展其臂，彈其鼻，此天下之無道不義，而王不伐，王名終不成
30.12,9,且夫宋，中國膏腴之地，隣民之所處也，與其得百里於燕，不如得十里於宋
30.12,10,伐之，名則義，實則利，王何爲弗爲
30.12,11,齊王曰：善
30.12,12,遂與兵伐宋，三覆宋，宋遂舉
30.12,13,燕王聞之，絕交於齊，率天下之兵以伐齊，大戰一，小戰再，頓齊國，成其名
30.12,14,故曰：因其強而強之，乃可折也
30.12,15,因其廣而廣之，乃可缺也
30.13,0,趙且伐燕，蘇代爲燕謂惠王曰：今者臣來，過易水，蚌方出曝，而鷸啄其肉，蚌合而拑其喙
30.13,1,鷸曰：今日不雨，明日不雨，即有死蚌
30.13,2,蚌亦謂鷸曰：今日不出，明日不出，即有死鷸
30.13,3,兩者不肯相舍，漁者得而并禽之
30.13,4,今趙且伐燕，燕趙久相支，以弊大衆，臣恐強秦之爲漁父也
30.13,5,故願王之熟計之也
30.13,6,惠王曰：善
30.13,7,乃止
30.14,0,齊魏爭燕
30.14,1,齊謂燕王曰：吾得趙矣
30.14,2,魏亦謂燕王曰：吾得趙矣
30.14,3,燕無以决之，而未有適予也
30.14,4,蘇子謂燕相曰：臣聞辭卑而幣重者，失天下者也
30.14,5,辭倨而幣薄者，得天下者也
30.14,6,今魏之辭倨而幣薄
30.14,7,燕因合於魏，得趙，齊遂北矣
31.1,0,齊韓魏共攻燕，燕使太子請救於楚
31.1,1,楚王使景陽將而救之
31.1,2,暮舍，使左右司馬各營壁地，已，稙表
31.1,3,景陽怒曰：女所營者，水皆至滅表
31.1,4,此焉可以舍
31.1,5,乃令徙
31.1,6,明日大雨，山水大出，所營者，水皆滅表
31.1,7,軍吏乃服
31.1,8,於是遂不救燕，而攻魏雝丘，取之以與宋
31.1,9,三國懼，乃罷兵
31.1,10,魏軍其西，齊軍其東，楚軍欲還不可得也
31.1,11,景陽乃開西和門，晝以車騎，暮以燭見，通使於魏
31.1,12,齊師怪之，以爲燕楚與魏謀之，乃引兵而去
31.1,13,齊兵已去，魏失其與國，無與共擊楚，乃夜遁
31.1,14,楚師乃還
31.2,0,張丑爲質於燕，燕王欲殺之，走且出境，境吏得丑
31.2,1,丑曰：燕王所爲將殺我者，人有言我有寶珠也，王欲得之
31.2,2,今我已亡之矣，而燕王不我信
31.2,3,今子且致我，我且言子之奪我珠而吞之，燕王必當殺子，刳子腹及子之腸矣
31.2,4,夫欲得之君，不可說以利
31.2,5,吾要且死，子腸亦且寸絕
31.2,6,境吏恐而赦之
31.3,0,燕王喜使栗腹以百金爲趙孝成王壽，酒三日，反報曰：趙民其壯者皆死於長平，其孤未壯，可伐也
31.3,1,王乃召昌國君樂間而問曰：何如
31.3,2,對曰：趙，四達之國也，其民皆習於兵，不可與戰
31.3,3,王曰：吾以倍攻之，可乎
31.3,4,曰：不可
31.3,5,曰：以三，可乎
31.3,6,曰：不可
31.3,7,王大怒
31.3,8,左右皆以爲趙可伐，遽起六十萬以攻趙
31.3,9,令栗腹以四十萬攻鄗，使慶秦以二十萬攻代
31.3,10,趙使廉頗以八萬遇栗腹於鄗，使樂乘以五萬遇慶秦於代
31.3,11,燕人大敗
31.3,12,樂間入趙
31.3,13,燕王以書且謝焉，曰：寡人不佞，不能奉順君意，故君捐國而去，則寡人之不肖明矣
31.3,14,敢端其願，而君不肯聽，故使使者陳愚意，君試論之
31.3,15,語曰：仁不輕絕，智不輕怨
31.3,16,君之於先王也，世之所明知也
31.3,17,寡人望有非則君掩蓋之，不虞君之明罪之也
31.3,18,望有過則君教誨之，不虞君之明罪之也
31.3,19,且寡人之罪，國人莫不知，天下莫不聞，君微出明怨以棄寡人，寡人必有罪矣
31.3,20,雖然，恐君之未盡厚也
31.3,21,諺曰：厚者不毀人以自益也，仁者不危人以要名
31.3,22,以故掩人之邪者，厚人之行也
31.3,23,救人之過者，仁者之道也
31.3,24,世有掩寡人之邪，救寡人之過，非君心所望之
31.3,25,今君厚受位於先王以成尊，輕棄寡人以快心，則掩邪救過，難得於君矣
31.3,26,且世有薄於故厚施，行有失而故惠用
